method_short,method,scenario_id,n_windows,mrr,top1,top3,top5,source_json,defect_id,defect_type,node_id,link_id,intensity_pct,start_hour,duration_h,flow,BODf,NH4,DO,baseline_flow,observability_tier,min_monitor_hop,nearest_monitors,is_hard_candidate
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,21,23,1.0,1.0,1.0,1.0,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_llnv02clean_scen_N25_s42.json,21,I,HS1308259,,50,2,24,6.1481,0.0,0.0,0.0,12.2961,near,1,HS1308324,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,189,5,0.3181818181818181,0.0,0.8,0.8,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_llnv02clean_scen_N25_s42.json,189,I,HS1313925,,40,2,6,0.8005,0.0,0.0,0.0,2.0012,near,1,HS1313959,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,72,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_llnv02clean_scen_N25_s42.json,72,I,MH0201710,,60,20,12,9.4275,0.0,0.0,0.0,15.7126,far,3,HS1306571,True
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,107,24,0.6875,0.375,1.0,1.0,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_llnv02clean_scen_N25_s42.json,107,I,HS1313618,,50,20,24,2.057,0.0,0.0,0.0,4.114,near,1,HS1313640,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,271,6,0.9166666666666666,0.8333333333333334,1.0,1.0,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_llnv02clean_scen_N25_s42.json,271,E,HS1308302,HS1308301.1,50,6,6,-11.7904,0.0,0.0,0.0,23.5807,near,1,HS1308324;HS1308301,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,349,18,0.9722222222222222,0.9444444444444444,1.0,1.0,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_llnv02clean_scen_N25_s42.json,349,E,HS1316563,HS1316467.1,40,12,18,-6.8028,0.0,0.0,0.0,17.007,direct,0,HS1316563,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,103,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_llnv02clean_scen_N25_s42.json,103,I,HS1316202,,50,20,24,37.9266,0.0,0.0,0.0,75.8532,near,2,HS1316267,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,50,5,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,50,I,HS1314505,,50,2,6,12.5795,0.0,0.0,0.0,25.1591,near,2,HS2003013,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,81,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,81,I,HS1313471,,60,14,12,3.044,0.0,0.0,0.0,5.0733,near,1,HS1313487,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,206,6,0.5,0.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,206,I,MH0242782,,60,14,6,5.3314,0.0,0.0,0.0,8.8856,far,4,HS1316563,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,35,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,35,I,HS1311288,,40,14,24,0.1439,0.0,0.0,0.0,0.3597,near,2,HS1313001,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,264,21,0.9047619047619048,0.8095238095238095,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,264,E,HS1306904,HS1313402.2,60,0,24,-38.4051,0.0,0.0,0.0,64.0085,direct,0,HS1306904,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,92,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,92,I,HS1314237,,50,20,12,13.6559,0.0,0.0,0.0,27.3118,far,7,HS1306601,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,340,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,340,E,HS1314505,HS1314769.1,50,12,18,3.7797,0.0,0.0,0.0,-7.5595,near,2,HS2003013,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,53,18,0.8611111111111112,0.7222222222222222,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,53,I,HS1316563,,50,14,18,23.2201,0.0,0.0,0.0,46.4402,direct,0,HS1316563,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,346,18,0.9722222222222222,0.9444444444444444,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,346,E,HS1316563,HS1316467.1,50,12,18,-8.5035,0.0,0.0,0.0,17.007,direct,0,HS1316563,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,265,18,0.9444444444444444,0.8888888888888888,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,265,E,HS1306904,HS1313402.2,40,12,18,-25.6034,0.0,0.0,0.0,64.0085,direct,0,HS1306904,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,242,6,0.8333333333333334,0.6666666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,242,I,HS1344261,,60,8,6,1.5194,0.0,0.0,0.0,2.5324,near,2,HS1316267,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,14,6,0.85,0.8333333333333334,0.8333333333333334,0.8333333333333334,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,14,I,VP0232532,,40,14,6,0.5776,0.0,0.0,0.0,1.444,far,5,HS1306571,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,316,15,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,316,E,HS1313597,HS1313613.1,50,0,18,-1.4417,0.0,0.0,0.0,2.8834,direct,0,HS1313597,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,89,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,89,I,MH0200661,,50,20,12,1.7404,0.0,0.0,0.0,3.4808,far,4,HS1306571,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,274,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,274,E,HS1308302,HS1308301.1,50,12,12,-11.7904,0.0,0.0,0.0,23.5807,near,1,HS1308324;HS1308301,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,167,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,167,I,HS1313205,,50,8,6,31.3426,0.0,0.0,0.0,62.6852,direct,0,HS1313205,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,329,9,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,329,E,HS1314237,HS1314210.1,50,0,12,-1.9257,0.0,0.0,0.0,3.8514,far,7,HS1306601,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,415,9,0.6111111111111112,0.2222222222222222,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,415,E,MH0242782,MH0258475.1,40,0,12,-1.1097,0.0,0.0,0.0,2.7741,far,4,HS1316563,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,135,23,0.8695652173913043,0.7391304347826086,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,135,I,HS2003085,,50,2,24,15.6964,0.0,0.0,0.0,31.3929,far,4,HS1306601,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,307,3,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,307,E,HS1313298,HS1313343.1,50,0,6,-5.2215,0.0,0.0,0.0,10.4429,direct,0,HS1313298,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,405,9,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,405,E,MH0201629,MH0201597.1,40,0,12,2.7913,0.0,0.0,0.0,-6.9782,far,3,HS1306571,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,320,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,320,E,HS1313597,HS1313613.1,50,12,12,-1.4417,0.0,0.0,0.0,2.8834,direct,0,HS1313597,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,244,18,0.8055555555555556,0.6111111111111112,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,244,I,HS1344261,,50,8,18,1.2662,0.0,0.0,0.0,2.5324,near,2,HS1316267,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,55,18,0.9444444444444444,0.8888888888888888,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,55,I,HS1316563,,60,14,18,27.8641,0.0,0.0,0.0,46.4402,direct,0,HS1316563,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,364,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,364,E,HS1316721,HS1316811.1,50,18,18,-3.3756,0.0,0.0,0.0,6.7512,near,2,HS1316467,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,51,6,0.45,0.16666666666666666,0.8333333333333334,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,51,I,HS1316563,,50,20,6,23.2201,0.0,0.0,0.0,46.4402,direct,0,HS1316563,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,175,23,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,175,I,HS1306904,,50,2,24,95.6227,0.0,0.0,0.0,191.2455,direct,0,HS1306904,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,190,24,0.875,0.75,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,190,I,HS1313925,,50,14,24,1.0006,0.0,0.0,0.0,2.0012,near,1,HS1313959,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,419,3,0.5555555555555555,0.3333333333333333,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,419,E,VP0232532,18,60,0,6,-0.8643,0.0,0.0,0.0,1.4405,far,5,HS1306571,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,188,6,0.8333333333333334,0.6666666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,188,I,HS1313925,,60,20,6,1.2007,0.0,0.0,0.0,2.0012,near,1,HS1313959,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,170,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,170,I,HS1313205,,60,20,6,37.6111,0.0,0.0,0.0,62.6852,direct,0,HS1313205,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,59,23,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,59,I,HS1316814,,60,2,24,2.0955,0.0,0.0,0.0,3.4925,far,4,HS1316467,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,49,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,49,I,HS1314505,,50,14,12,12.5795,0.0,0.0,0.0,25.1591,near,2,HS2003013,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,345,24,0.9722222222222222,0.9583333333333334,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,345,E,HS1316202,HS1316177.1,50,12,24,-34.5508,0.0,0.0,0.0,69.1016,near,2,HS1316267,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,236,18,0.3880751964085297,0.1111111111111111,0.7777777777777778,0.8333333333333334,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,236,I,HS1313597,,40,20,18,2.2068,0.0,0.0,0.0,5.517,direct,0,HS1313597,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,253,15,0.9666666666666667,0.9333333333333333,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,253,E,HS1306571,HS1306554.2,60,0,18,-20.0096,0.0,0.0,0.0,33.3493,direct,0,HS1306571,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,22,11,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,22,I,HS1308259,,60,2,12,7.3777,0.0,0.0,0.0,12.2961,near,1,HS1308324,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,314,15,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,314,E,HS1313402,HS1313391.1,40,0,18,-23.3318,0.0,0.0,0.0,58.3294,direct,0,HS1313402,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,161,12,0.9583333333333334,0.9166666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,161,I,HS1313835,,60,20,12,40.906,0.0,0.0,0.0,68.1766,direct,0,HS1313835,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,277,18,0.9583333333333334,0.9444444444444444,0.9444444444444444,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,277,E,HS1311339,HS1311349.2,40,12,18,-1.1458,0.0,0.0,0.0,2.8644,far,3,MH0100292,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,192,6,0.8333333333333334,0.6666666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,192,I,HS1313001,,60,14,6,4.2315,0.0,0.0,0.0,7.0525,direct,0,HS1313001,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,386,24,0.9135101010101009,0.875,0.9583333333333334,0.9583333333333334,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,386,E,HS2003111,HS1314268.1,40,6,24,-11.2233,0.0,0.0,0.0,28.0583,far,5,HS1306601,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,294,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,294,E,HS1313140,HS1313044.1,50,18,12,4.4921,0.0,0.0,0.0,-8.9841,near,1,HS1313044,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,344,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,344,E,HS1316202,HS1316177.1,50,12,12,-34.5508,0.0,0.0,0.0,69.1016,near,2,HS1316267,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,258,18,0.6574074074074073,0.4444444444444444,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,258,E,HS1306601,HS1306571.1,50,18,18,-53.7476,0.0,0.0,0.0,107.4953,direct,0,HS1306601,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,309,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,309,E,HS1313298,HS1313343.1,60,6,12,-6.2658,0.0,0.0,0.0,10.4429,direct,0,HS1313298,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,150,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,150,I,HS1311473,,40,20,6,0.74,0.0,0.0,0.0,1.85,near,1,HS1313001,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,131,6,0.8333333333333334,0.6666666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,131,I,HS2003085,,50,14,6,15.6964,0.0,0.0,0.0,31.3929,far,4,HS1306601,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,152,17,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,152,I,HS1316721,,60,2,18,9.9812,0.0,0.0,0.0,16.6354,near,2,HS1316467,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,360,3,0.3333333333333333,0.0,0.3333333333333333,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,360,E,HS1316643,HS1316671.1,40,0,6,-3.5514,0.0,0.0,0.0,8.8784,far,3,HS1316467;HS1316563,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,100,11,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,100,I,HS1306601,,60,2,12,86.3997,0.0,0.0,0.0,143.9995,direct,0,HS1306601,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,373,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,373,E,HS1344263,MH0242782.1,40,18,24,-3.5554,0.0,0.0,0.0,8.8884,far,3,HS1316563,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,88,23,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,88,I,MH0200661,,50,2,24,1.7404,0.0,0.0,0.0,3.4808,far,4,HS1306571,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,331,3,0.5833333333333334,0.3333333333333333,0.6666666666666666,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,331,E,HS1314477,1,50,0,6,-9.1498,0.0,0.0,0.0,18.2997,near,1,HS1308324,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,215,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,215,I,HS1344902,,50,20,18,2.4435,0.0,0.0,0.0,4.887,far,3,HS1316467,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,122,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,122,I,HS1313140,,60,8,6,5.4027,0.0,0.0,0.0,9.0045,near,1,HS1313044,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,21,23,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,21,I,HS1308259,,50,2,24,6.1481,0.0,0.0,0.0,12.2961,near,1,HS1308324,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,189,5,0.8,0.6,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,189,I,HS1313925,,40,2,6,0.8005,0.0,0.0,0.0,2.0012,near,1,HS1313959,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,72,12,0.5902777777777777,0.4166666666666667,0.75,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,72,I,MH0201710,,60,20,12,9.4275,0.0,0.0,0.0,15.7126,far,3,HS1306571,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,107,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,107,I,HS1313618,,50,20,24,2.057,0.0,0.0,0.0,4.114,near,1,HS1313640,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,271,6,0.9166666666666666,0.8333333333333334,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,271,E,HS1308302,HS1308301.1,50,6,6,-11.7904,0.0,0.0,0.0,23.5807,near,1,HS1308324;HS1308301,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,349,18,0.9444444444444444,0.8888888888888888,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,349,E,HS1316563,HS1316467.1,40,12,18,-6.8028,0.0,0.0,0.0,17.007,direct,0,HS1316563,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,103,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_llnv22clean_gen_scen_N25_s42.json,103,I,HS1316202,,50,20,24,37.9266,0.0,0.0,0.0,75.8532,near,2,HS1316267,False
